EXPERIMENT_PARAMS,1,11,15,generations:101,popsPerGen:100,childrenPercentage:50,mutationRate:2.000000,strategyLength:15,SimulationsRun:1,N:15 K:6,HillClimbSteepest:true,Seed:8429344459094254233
Experiment Number: ,0.0.0,0
0,0.115131,0.550000,0.510000,0.540000,0.570000,0.520000,0.520000,0.490000,0.470000,0.480000,0.470000,0.510000,0.540000,0.480000,0.510000,0.440000
10,0.227977,0.330000,0.070000,0.330000,0.690000,0.750000,0.440000,0.720000,0.750000,0.480000,0.550000,0.470000,0.730000,0.720000,0.600000,1.000000
20,0.244934,0.070000,0.060000,0.060000,0.950000,0.890000,0.470000,0.770000,0.970000,0.310000,0.490000,0.670000,0.930000,0.440000,0.870000,1.000000
30,0.321494,0.040000,0.060000,0.020000,0.960000,0.930000,0.710000,0.740000,0.990000,0.420000,0.400000,0.760000,0.820000,0.300000,0.980000,0.990000
40,0.330724,0.040000,0.240000,0.040000,0.850000,0.430000,0.690000,0.620000,0.980000,0.510000,0.330000,0.760000,0.750000,0.480000,1.000000,0.990000
50,0.296959,0.110000,0.130000,0.050000,0.850000,0.280000,0.730000,0.400000,0.940000,0.800000,0.470000,0.870000,0.610000,0.620000,0.830000,0.980000
60,0.286960,0.000000,0.210000,0.150000,0.580000,0.510000,0.600000,0.620000,0.750000,0.620000,0.530000,0.810000,0.500000,0.560000,0.970000,0.990000
70,0.264274,0.100000,0.180000,0.120000,0.680000,0.390000,0.630000,0.830000,0.930000,0.630000,0.470000,0.670000,0.620000,0.560000,0.880000,0.980000
80,0.259887,0.140000,0.180000,0.310000,0.350000,0.370000,0.730000,0.820000,0.950000,0.470000,0.380000,0.480000,0.840000,0.660000,0.960000,0.990000
90,0.304399,0.220000,0.040000,0.210000,0.480000,0.550000,0.860000,0.420000,0.810000,0.590000,0.430000,0.410000,0.920000,0.740000,0.810000,1.000000
100,0.265481,0.050000,0.080000,0.170000,0.480000,0.630000,0.900000,0.320000,0.820000,0.540000,0.470000,0.200000,0.940000,0.690000,0.910000,0.990000
Comparison: Pure SHC,0.074345
Experiment Number: ,0.0.1,1
